server_id,window_start,window_end,max_net_in,max_disk_io,alert
server_19,21:47:40,21:48:10,3150.08,6524.29,Normal
server_5,21:48:40,21:49:10,9075.77,820.48,Possible DDoS
server_8,21:49:50,21:50:20,553.03,6432.5,Disk thrash suspected
server_18,21:50:10,21:50:40,12566.46,161.69,Possible DDoS
server_16,21:51:10,21:51:40,7912.47,9664.7,Network flood + Disk thrash suspected
server_7,21:53:10,21:53:40,6577.81,116.41,Possible DDoS
server_6,21:54:40,21:55:10,12893.45,7176.14,Network flood + Disk thrash suspected
server_2,21:55:40,21:56:10,921.1,4483.96,Disk thrash suspected
server_14,22:02:30,22:03:00,11195.4,117.31,Possible DDoS
server_12,22:04:10,22:04:40,13320.84,540.81,Possible DDoS
server_11,22:04:10,22:04:40,13992.21,850.92,Possible DDoS
server_4,22:06:50,22:07:20,19197.65,1952.97,Network flood + Disk thrash suspected
server_12,22:10:50,22:11:20,891.94,147.78,Normal
server_16,22:12:40,22:13:10,16515.83,102.58,Possible DDoS
server_16,22:17:00,22:17:30,5795.79,7104.31,Network flood + Disk thrash suspected
server_6,22:21:40,22:22:10,3530.71,1571.85,Normal
server_2,22:22:30,22:23:00,6201.69,136.1,Possible DDoS
server_11,22:22:50,22:23:20,5869.91,1952.76,Network flood + Disk thrash suspected
server_7,22:30:00,22:30:30,908.02,129.95,Normal
server_11,22:30:50,22:31:20,14863.81,5223.68,Network flood + Disk thrash suspected
server_18,22:35:10,22:35:40,4387.93,1759.6,Normal
server_18,22:37:00,22:37:30,3861.66,6527.28,Normal
server_4,22:38:00,22:38:30,18374.19,7387.24,Network flood + Disk thrash suspected
server_13,22:38:10,22:38:40,1689.34,794.68,Normal
server_16,22:43:50,22:44:20,16185.46,954.85,Possible DDoS
server_8,22:43:50,22:44:20,17428.5,179.07,Possible DDoS
server_15,22:44:10,22:44:40,12666.33,3782.89,Network flood + Disk thrash suspected
server_12,22:47:50,22:48:20,14926.78,6014.94,Network flood + Disk thrash suspected
server_3,22:48:40,22:49:10,8643.34,4615.65,Network flood + Disk thrash suspected
server_5,22:49:30,22:50:00,18512.66,5936.99,Network flood + Disk thrash suspected
server_16,20:53:00,20:53:30,1763.37,8200.24,Normal
server_16,20:55:20,20:55:50,12826.87,5476.1,Network flood + Disk thrash suspected
server_11,20:59:30,21:00:00,977.19,3439.62,Disk thrash suspected
server_2,21:01:00,21:01:30,7917.96,8950.67,Network flood + Disk thrash suspected
server_6,21:02:00,21:02:30,14250.28,189.38,Possible DDoS
server_18,21:04:30,21:05:00,13000.04,7828.86,Network flood + Disk thrash suspected
server_11,21:08:40,21:09:10,15569.83,5017.26,Network flood + Disk thrash suspected
server_15,21:09:00,21:09:30,5875.99,6862.42,Network flood + Disk thrash suspected
server_5,21:11:00,21:11:30,1035.53,136.22,Normal
server_4,21:11:30,21:12:00,13517.88,102.73,Possible DDoS
server_7,21:14:20,21:14:50,8377.25,115.46,Possible DDoS
server_18,21:15:30,21:16:00,977.53,5212.17,Disk thrash suspected
server_5,21:20:30,21:21:00,923.05,139.86,Normal
server_19,21:22:40,21:23:10,4364.66,1377.58,Normal
server_10,21:23:00,21:23:30,1136.19,766.18,Normal
server_11,21:26:50,21:27:20,15371.58,4617.78,Network flood + Disk thrash suspected
server_7,21:31:50,21:32:20,15649.93,6568.31,Network flood + Disk thrash suspected
server_10,21:33:30,21:34:00,10709.55,7218.5,Network flood + Disk thrash suspected
server_1,21:33:40,21:34:10,18195.68,142.78,Possible DDoS
server_3,21:37:50,21:38:20,16110.67,6017.63,Network flood + Disk thrash suspected
server_6,21:39:30,21:40:00,5964.53,178.5,Possible DDoS
server_16,21:42:20,21:42:50,16148.53,3956.05,Network flood + Disk thrash suspected
server_7,21:42:30,21:43:00,981.88,3285.63,Disk thrash suspected
server_5,21:43:00,21:43:30,930.66,6165.53,Disk thrash suspected
server_16,21:45:50,21:46:20,3086.2,1607.71,Normal
server_2,21:46:30,21:47:00,4155.43,6278.26,Normal
server_18,21:46:50,21:47:20,2772.73,1460.06,Normal
server_4,21:51:10,21:51:40,1037.83,114.61,Normal
server_14,21:54:00,21:54:30,14855.35,4687.7,Network flood + Disk thrash suspected
server_9,21:54:10,21:54:40,4000.42,1055.3,Normal
server_3,21:54:30,21:55:00,956.8,134.46,Normal
server_16,21:56:00,21:56:30,604.93,8292.2,Disk thrash suspected
server_12,22:00:20,22:00:50,932.54,139.27,Normal
server_3,22:00:40,22:01:10,3481.12,9496.38,Normal
server_11,22:01:00,22:01:30,2881.94,3623.92,Normal
server_3,22:01:10,22:01:40,2950.44,1711.61,Normal
server_7,22:02:20,22:02:50,690.23,150.35,Normal
server_18,22:03:50,22:04:20,977.17,183.81,Normal
server_12,22:04:00,22:04:30,13320.84,540.81,Possible DDoS
server_2,22:05:40,22:06:10,18625.2,183.71,Possible DDoS
server_12,22:06:00,22:06:30,3077.77,649.84,Normal
server_12,22:06:30,22:07:00,9377.98,4667.57,Network flood + Disk thrash suspected
server_2,22:08:30,22:09:00,3151.16,1015.2,Normal
server_3,22:13:30,22:14:00,12269.4,1992.81,Network flood + Disk thrash suspected
server_2,22:17:30,22:18:00,842.15,85.58,Normal
server_16,22:19:40,22:20:10,997.27,7485.4,Disk thrash suspected
server_15,22:19:50,22:20:20,637.73,7831.82,Disk thrash suspected
server_14,22:28:20,22:28:50,837.06,158.05,Normal
server_17,22:31:10,22:31:40,979.19,6511.87,Disk thrash suspected
server_5,22:31:10,22:31:40,1027.85,4600.69,Disk thrash suspected
server_7,22:32:20,22:32:50,17803.48,75.79,Possible DDoS
server_13,22:32:30,22:33:00,4431.62,1917.17,Normal
server_8,22:33:00,22:33:30,16146.56,9775.41,Network flood + Disk thrash suspected
server_4,22:35:20,22:35:50,3957.2,9322.62,Normal
server_20,22:36:40,22:37:10,955.62,160.24,Normal
server_4,22:38:40,22:39:10,4221.37,6826.33,Normal
server_12,22:39:10,22:39:40,15965.28,7078.81,Network flood + Disk thrash suspected
server_11,22:39:40,22:40:10,18495.67,5411.38,Network flood + Disk thrash suspected
server_19,22:42:10,22:42:40,926.46,134.96,Normal
server_6,22:42:30,22:43:00,629.46,8565.21,Disk thrash suspected
server_8,22:44:00,22:44:30,12578.06,179.07,Possible DDoS
server_8,22:44:10,22:44:40,12578.06,179.07,Possible DDoS
server_5,20:52:40,20:53:10,10146.48,9454.9,Network flood + Disk thrash suspected
server_10,20:52:50,20:53:20,672.59,113.14,Normal
server_2,20:55:30,20:56:00,4549.29,6452.47,Normal
server_17,20:57:10,20:57:40,10219.12,1036.17,Possible DDoS
server_4,20:58:30,20:59:00,7813.64,122.62,Possible DDoS
server_5,21:02:40,21:03:10,18570.42,1670.62,Possible DDoS
server_19,21:06:30,21:07:00,946.5,3821.81,Disk thrash suspected
server_8,21:16:20,21:16:50,959.89,95.6,Normal
server_6,21:16:50,21:17:20,678.94,7016.3,Disk thrash suspected
server_1,21:17:00,21:17:30,4112.18,9793.85,Normal
server_1,21:17:10,21:17:40,914.1,9346.72,Disk thrash suspected
server_7,21:18:30,21:19:00,669.02,8117.19,Disk thrash suspected
server_15,21:18:50,21:19:20,4510.82,1786.3,Normal
server_12,21:19:10,21:19:40,16566.57,1957.61,Network flood + Disk thrash suspected
server_13,21:19:20,21:19:50,9612.53,3812.92,Network flood + Disk thrash suspected
server_18,21:22:20,21:22:50,18079.97,4016.14,Network flood + Disk thrash suspected
server_12,21:25:00,21:25:30,1007.05,8123.26,Disk thrash suspected
server_6,21:25:20,21:25:50,11694.45,658.76,Possible DDoS
server_9,21:26:20,21:26:50,947.12,8236.74,Disk thrash suspected
server_14,21:27:30,21:28:00,3119.02,1199.05,Normal
server_9,21:29:50,21:30:20,11237.83,9161.22,Network flood + Disk thrash suspected
server_6,21:30:10,21:30:40,2889.92,1054.23,Normal
server_5,21:30:10,21:30:40,718.76,80.17,Normal
server_20,21:32:30,21:33:00,1036.85,113.95,Normal
server_2,21:33:00,21:33:30,15500.04,179.37,Possible DDoS
server_12,21:33:30,21:34:00,10164.62,1300.69,Possible DDoS
server_10,21:36:40,21:37:10,1295.29,9013.31,Disk thrash suspected
server_16,21:37:00,21:37:30,952.46,83.05,Normal
server_10,21:38:40,21:39:10,2897.97,1759.89,Normal
server_3,21:38:50,21:39:20,13308.77,8523.59,Network flood + Disk thrash suspected
server_12,21:39:00,21:39:30,17004.09,987.6,Possible DDoS
server_15,21:39:10,21:39:40,19586.58,1804.99,Network flood + Disk thrash suspected
server_5,21:39:40,21:40:10,12131.61,1825.84,Network flood + Disk thrash suspected
server_13,21:42:20,21:42:50,6298.36,790.63,Possible DDoS
server_7,21:43:00,21:43:30,1465.86,8707.0,Disk thrash suspected
server_9,21:44:00,21:44:30,3251.25,9276.32,Normal
server_3,21:47:00,21:47:30,993.75,9952.91,Disk thrash suspected
server_17,21:48:40,21:49:10,4914.89,6105.37,Normal
server_12,21:52:00,21:52:30,14205.16,122.6,Possible DDoS
server_15,21:52:00,21:52:30,17056.11,122.16,Possible DDoS
server_15,21:54:00,21:54:30,1007.35,9236.66,Disk thrash suspected
server_9,21:57:50,21:58:20,11496.41,4298.07,Network flood + Disk thrash suspected
server_17,21:58:10,21:58:40,996.89,3286.91,Disk thrash suspected
server_18,21:58:50,21:59:20,834.14,4974.14,Disk thrash suspected
server_11,22:01:40,22:02:10,950.84,87.64,Normal
server_16,22:02:20,22:02:50,10846.99,148.32,Possible DDoS
server_8,22:02:40,22:03:10,15314.35,1478.51,Possible DDoS
server_13,22:02:50,22:03:20,5449.98,9371.58,Normal
server_6,22:03:20,22:03:50,5054.35,5372.1,Normal
server_1,22:03:20,22:03:50,13145.7,5207.14,Network flood + Disk thrash suspected
server_6,22:04:20,22:04:50,13824.86,171.25,Possible DDoS
server_5,22:05:40,22:06:10,703.84,7638.85,Disk thrash suspected
server_14,22:09:10,22:09:40,5693.86,103.83,Possible DDoS
server_14,22:09:40,22:10:10,6959.48,141.95,Possible DDoS
server_20,22:09:50,22:10:20,17843.93,798.79,Possible DDoS
server_18,22:10:20,22:10:50,2079.41,7765.91,Normal
server_10,22:12:40,22:13:10,869.56,9656.08,Disk thrash suspected
server_12,22:14:10,22:14:40,17676.9,142.54,Possible DDoS
server_12,22:14:30,22:15:00,17676.9,9689.83,Network flood + Disk thrash suspected
server_5,22:15:10,22:15:40,17075.04,1997.18,Network flood + Disk thrash suspected
server_9,22:19:40,22:20:10,2313.31,4578.7,Normal
server_5,22:20:50,22:21:20,3830.81,1956.65,Normal
server_12,22:23:10,22:23:40,3979.16,8954.79,Normal
server_12,22:24:50,22:25:20,882.87,95.65,Normal
server_9,22:26:20,22:26:50,12847.06,6047.69,Network flood + Disk thrash suspected
server_15,22:32:20,22:32:50,1426.35,5533.52,Disk thrash suspected
server_3,22:33:00,22:33:30,4678.0,5633.92,Normal
server_2,22:35:50,22:36:20,7264.37,9686.96,Network flood + Disk thrash suspected
server_9,22:36:00,22:36:30,8509.53,1280.74,Possible DDoS
server_18,22:39:50,22:40:20,603.91,132.95,Normal
server_6,22:40:10,22:40:40,17593.03,8858.21,Network flood + Disk thrash suspected
server_4,22:42:20,22:42:50,636.08,8626.72,Disk thrash suspected
server_8,22:45:00,22:45:30,1002.49,97.27,Normal
server_4,22:45:00,22:45:30,1007.19,84.47,Normal
server_11,22:45:20,22:45:50,19494.1,113.62,Possible DDoS
server_12,22:46:20,22:46:50,16709.17,1051.02,Possible DDoS
server_6,22:47:00,22:47:30,10524.27,178.28,Possible DDoS
server_13,22:49:10,22:49:40,892.12,3277.31,Disk thrash suspected
server_16,22:50:10,22:50:40,483.78,7153.74,Disk thrash suspected
server_14,22:50:30,22:51:00,10176.27,3087.81,Network flood + Disk thrash suspected
server_16,20:51:50,20:52:20,921.73,49.44,Normal
server_3,20:52:00,20:52:30,915.78,122.11,Normal
server_20,20:53:40,20:54:10,18028.6,7269.08,Network flood + Disk thrash suspected
server_7,21:02:20,21:02:50,4026.94,8412.36,Normal
server_18,21:02:30,21:03:00,17620.5,79.59,Possible DDoS
server_1,21:02:40,21:03:10,18631.2,130.34,Possible DDoS
server_20,21:06:00,21:06:30,6603.22,6660.26,Network flood + Disk thrash suspected
server_11,21:10:50,21:11:20,911.39,66.86,Normal
server_15,21:12:10,21:12:40,5664.24,3076.21,Network flood + Disk thrash suspected
server_20,21:13:30,21:14:00,765.01,8906.49,Disk thrash suspected
server_5,21:14:00,21:14:30,991.94,155.98,Normal
server_16,21:14:40,21:15:10,4119.48,9193.16,Normal
server_2,21:20:40,21:21:10,16826.86,159.35,Possible DDoS
server_9,21:22:00,21:22:30,19909.63,1874.77,Network flood + Disk thrash suspected
server_9,21:22:30,21:23:00,19463.19,1203.87,Possible DDoS
server_9,21:22:40,21:23:10,19463.19,191.41,Possible DDoS
server_15,21:24:30,21:25:00,17750.47,7281.01,Network flood + Disk thrash suspected
server_14,21:28:20,21:28:50,16795.63,3506.71,Network flood + Disk thrash suspected
server_14,21:29:30,21:30:00,18446.87,160.14,Possible DDoS
server_3,21:31:30,21:32:00,18087.26,616.1,Possible DDoS
server_5,21:33:20,21:33:50,1484.79,1802.84,Disk thrash suspected
server_13,21:34:20,21:34:50,1021.63,6555.11,Disk thrash suspected
server_2,21:34:50,21:35:20,834.74,114.08,Normal
server_3,21:35:20,21:35:50,19584.23,1485.22,Possible DDoS
server_1,21:36:10,21:36:40,2377.47,1809.06,Normal
server_1,21:36:40,21:37:10,4329.88,7397.19,Normal
server_12,21:37:40,21:38:10,918.71,120.19,Normal
server_13,21:37:50,21:38:20,2390.57,1042.13,Normal
server_5,21:38:30,21:39:00,1150.5,1249.62,Normal
server_9,21:39:30,21:40:00,1012.74,99.53,Normal
server_15,21:42:00,21:42:30,4197.71,1709.84,Normal
server_13,21:42:50,21:43:20,908.68,130.71,Normal
server_7,21:43:10,21:43:40,13587.45,4869.19,Network flood + Disk thrash suspected
server_5,21:45:00,21:45:30,18113.68,6750.37,Network flood + Disk thrash suspected
server_16,21:46:30,21:47:00,919.19,109.14,Normal
server_12,21:48:50,21:49:20,6938.45,833.68,Possible DDoS
server_12,21:51:00,21:51:30,4585.9,4028.61,Normal
server_3,21:52:50,21:53:20,945.25,80.93,Normal
server_6,21:54:10,21:54:40,11831.85,1917.15,Network flood + Disk thrash suspected
server_2,21:54:50,21:55:20,8694.36,5846.73,Network flood + Disk thrash suspected
server_19,21:57:10,21:57:40,1823.3,1460.59,Normal
server_2,21:58:30,21:59:00,4585.95,1637.09,Normal
server_18,22:00:00,22:00:30,19132.08,6917.06,Network flood + Disk thrash suspected
server_5,22:00:40,22:01:10,2033.84,9066.4,Normal
server_5,22:01:50,22:02:20,14255.55,5498.9,Network flood + Disk thrash suspected
server_11,22:04:40,22:05:10,956.71,63.15,Normal
server_6,22:05:20,22:05:50,729.7,8695.17,Disk thrash suspected
server_13,22:05:40,22:06:10,1022.39,7957.32,Disk thrash suspected
server_19,22:06:20,22:06:50,782.25,5673.9,Disk thrash suspected
server_7,22:06:50,22:07:20,13626.48,6833.07,Network flood + Disk thrash suspected
server_6,22:11:20,22:11:50,14151.02,7152.99,Network flood + Disk thrash suspected
server_8,22:11:40,22:12:10,1032.44,5089.59,Disk thrash suspected
server_18,22:12:20,22:12:50,9313.01,6305.88,Network flood + Disk thrash suspected
server_20,22:13:50,22:14:20,4492.46,1874.14,Normal
server_1,22:15:40,22:16:10,18528.22,138.26,Possible DDoS
server_17,22:17:00,22:17:30,8261.23,8689.28,Network flood + Disk thrash suspected
server_15,22:17:40,22:18:10,552.66,4357.03,Disk thrash suspected
server_15,22:18:00,22:18:30,1004.97,9555.59,Disk thrash suspected
server_18,22:18:40,22:19:10,17388.74,5954.57,Network flood + Disk thrash suspected
server_2,22:19:10,22:19:40,17360.15,7639.83,Network flood + Disk thrash suspected
server_7,22:20:40,22:21:10,874.14,8587.14,Disk thrash suspected
server_10,22:22:40,22:23:10,14773.29,7586.19,Network flood + Disk thrash suspected
server_7,22:24:50,22:25:20,850.36,4498.77,Disk thrash suspected
server_16,22:32:20,22:32:50,10781.31,57.42,Possible DDoS
server_3,22:33:20,22:33:50,18568.96,1848.1,Network flood + Disk thrash suspected
server_4,22:33:30,22:34:00,941.7,109.28,Normal
server_14,22:36:10,22:36:40,625.07,106.45,Normal
server_12,22:36:50,22:37:20,8583.44,3452.26,Network flood + Disk thrash suspected
server_11,22:38:00,22:38:30,9175.14,210.23,Possible DDoS
server_16,22:39:30,22:40:00,5377.19,3619.22,Normal
server_14,22:39:50,22:40:20,16725.94,8514.05,Network flood + Disk thrash suspected
server_12,22:40:10,22:40:40,16216.49,6313.51,Network flood + Disk thrash suspected
server_2,22:40:10,22:40:40,5993.54,1823.28,Network flood + Disk thrash suspected
server_3,22:40:20,22:40:50,1095.14,3406.22,Disk thrash suspected
server_17,22:44:20,22:44:50,14209.48,117.33,Possible DDoS
server_18,22:45:00,22:45:30,13751.93,1976.33,Network flood + Disk thrash suspected
server_3,22:45:20,22:45:50,10752.44,8536.29,Network flood + Disk thrash suspected
server_2,22:46:20,22:46:50,870.03,8597.34,Disk thrash suspected
server_17,22:47:30,22:48:00,8064.17,48.12,Possible DDoS
server_11,20:55:10,20:55:40,2349.83,1206.25,Normal
server_6,20:55:40,20:56:10,1080.0,62.92,Normal
server_1,20:58:10,20:58:40,970.76,89.87,Normal
server_16,21:01:20,21:01:50,3435.89,5281.42,Normal
server_18,21:03:10,21:03:40,979.22,98.66,Normal
server_4,21:04:10,21:04:40,8714.76,1451.54,Possible DDoS
server_12,21:07:00,21:07:30,1424.76,836.91,Normal
server_7,21:10:00,21:10:30,4708.86,1754.25,Normal
server_11,21:13:00,21:13:30,869.84,3958.48,Disk thrash suspected
server_5,21:17:30,21:18:00,16931.18,7350.09,Network flood + Disk thrash suspected
server_7,21:18:10,21:18:40,17957.58,8117.19,Network flood + Disk thrash suspected
server_16,21:20:10,21:20:40,12512.97,5178.15,Network flood + Disk thrash suspected
server_18,21:22:10,21:22:40,18079.97,1694.95,Possible DDoS
server_20,21:22:40,21:23:10,529.47,8958.71,Disk thrash suspected
server_15,21:23:00,21:23:30,3344.55,8999.92,Normal
server_9,21:24:30,21:25:00,967.05,5263.92,Disk thrash suspected
server_16,21:25:10,21:25:40,683.0,3040.42,Disk thrash suspected
server_16,21:26:00,21:26:30,18662.5,3041.67,Network flood + Disk thrash suspected
server_8,21:26:00,21:26:30,11981.03,9020.47,Network flood + Disk thrash suspected
server_14,21:27:10,21:27:40,8496.7,114.06,Possible DDoS
server_17,21:28:00,21:28:30,7172.25,9401.99,Network flood + Disk thrash suspected
server_10,21:28:00,21:28:30,768.63,9027.24,Disk thrash suspected
server_17,21:29:00,21:29:30,1222.31,4831.16,Disk thrash suspected
server_16,21:30:10,21:30:40,6351.61,7475.96,Network flood + Disk thrash suspected
server_19,21:31:10,21:31:40,1368.54,1993.16,Disk thrash suspected
server_3,21:31:40,21:32:10,18087.26,616.1,Possible DDoS
server_5,21:34:20,21:34:50,15627.52,158.83,Possible DDoS
server_19,21:35:30,21:36:00,942.06,86.4,Normal
server_4,21:36:30,21:37:00,12495.32,7867.13,Network flood + Disk thrash suspected
server_9,21:37:20,21:37:50,11245.48,4799.46,Network flood + Disk thrash suspected
server_20,21:46:30,21:47:00,3995.63,4410.81,Normal
server_8,21:46:30,21:47:00,2764.59,1240.54,Normal
server_20,21:47:30,21:48:00,4116.57,1368.13,Normal
server_5,21:52:00,21:52:30,8075.29,8381.42,Network flood + Disk thrash suspected
server_18,21:53:20,21:53:50,3844.44,1117.64,Normal
server_15,21:53:20,21:53:50,1080.43,129.5,Normal
server_13,21:59:40,22:00:10,6774.76,887.0,Possible DDoS
server_10,22:02:40,22:03:10,19984.16,6227.75,Network flood + Disk thrash suspected
server_15,22:02:50,22:03:20,4143.63,702.39,Normal
server_8,22:03:20,22:03:50,2354.61,3372.87,Normal
server_16,22:04:10,22:04:40,904.47,5338.54,Disk thrash suspected
server_16,22:08:30,22:09:00,13643.4,1269.15,Possible DDoS
server_12,22:12:10,22:12:40,12400.01,3903.48,Network flood + Disk thrash suspected
server_9,22:13:40,22:14:10,19361.1,7821.93,Network flood + Disk thrash suspected
server_2,22:14:20,22:14:50,3126.15,7371.99,Normal
server_5,22:16:30,22:17:00,2613.97,1350.61,Normal
server_9,22:17:50,22:18:20,979.55,121.57,Normal
server_3,22:20:50,22:21:20,18855.08,1976.4,Network flood + Disk thrash suspected
server_11,22:22:10,22:22:40,10892.95,1349.07,Possible DDoS
server_17,22:30:30,22:31:00,907.87,141.02,Normal
server_20,22:30:30,22:31:00,1531.44,7903.06,Disk thrash suspected
server_4,22:31:00,22:31:30,3343.74,575.3,Normal
server_20,22:32:20,22:32:50,19555.37,154.16,Possible DDoS
server_17,22:33:20,22:33:50,6803.36,711.45,Possible DDoS
server_11,22:33:30,22:34:00,19409.88,171.04,Possible DDoS
server_2,22:34:00,22:34:30,4759.73,4219.21,Normal
server_18,22:34:10,22:34:40,13792.32,1931.97,Network flood + Disk thrash suspected
server_10,22:34:10,22:34:40,1108.97,48.61,Normal
server_17,22:35:30,22:36:00,6913.93,7698.01,Network flood + Disk thrash suspected
server_16,22:37:00,22:37:30,13408.01,83.67,Possible DDoS
server_14,22:37:40,22:38:10,3501.35,1911.4,Normal
server_14,22:37:50,22:38:20,4541.59,1911.4,Normal
server_7,22:39:50,22:40:20,19404.33,1189.4,Possible DDoS
server_9,22:40:00,22:40:30,857.39,159.88,Normal
server_12,22:44:00,22:44:30,3581.02,3553.84,Normal
server_16,22:44:10,22:44:40,11735.94,954.85,Possible DDoS
server_15,22:46:50,22:47:20,8379.86,7884.36,Network flood + Disk thrash suspected
server_11,22:47:30,22:48:00,918.93,5795.92,Disk thrash suspected
server_19,22:48:00,22:48:30,8623.09,7714.78,Network flood + Disk thrash suspected
server_8,22:48:40,22:49:10,882.47,4860.82,Disk thrash suspected
server_16,22:51:30,22:52:00,916.99,6902.49,Disk thrash suspected
server_1,20:52:20,20:52:50,4475.5,8331.18,Normal
server_9,20:54:20,20:54:50,13659.04,5401.17,Network flood + Disk thrash suspected
server_4,20:55:10,20:55:40,15884.56,3067.25,Network flood + Disk thrash suspected
server_18,20:58:40,20:59:10,3293.7,8792.39,Normal
server_6,21:00:50,21:01:20,1303.69,6743.39,Disk thrash suspected
server_19,21:02:00,21:02:30,9279.95,664.27,Possible DDoS
server_4,21:02:50,21:03:20,11158.4,199.79,Possible DDoS
server_19,21:04:20,21:04:50,19445.42,6077.32,Network flood + Disk thrash suspected
server_13,21:05:00,21:05:30,4964.99,5510.7,Normal
server_12,21:06:00,21:06:30,19189.09,175.68,Possible DDoS
server_1,21:06:40,21:07:10,2749.24,909.89,Normal
server_3,21:07:30,21:08:00,900.93,9008.97,Disk thrash suspected
server_17,21:09:00,21:09:30,7249.02,1807.72,Network flood + Disk thrash suspected
server_7,21:09:40,21:10:10,19184.93,1902.58,Network flood + Disk thrash suspected
server_19,21:10:40,21:11:10,10870.15,8065.14,Network flood + Disk thrash suspected
server_13,21:13:10,21:13:40,905.68,66.65,Normal
server_18,21:13:30,21:14:00,17936.23,3568.5,Network flood + Disk thrash suspected
server_10,21:16:00,21:16:30,10286.17,7527.09,Network flood + Disk thrash suspected
server_16,21:17:30,21:18:00,901.22,51.45,Normal
server_17,21:17:50,21:18:20,18944.6,8650.31,Network flood + Disk thrash suspected
server_2,21:18:00,21:18:30,18631.25,1807.04,Network flood + Disk thrash suspected
server_12,21:20:00,21:20:30,14033.05,5380.73,Network flood + Disk thrash suspected
server_12,21:24:10,21:24:40,4111.1,7533.21,Normal
server_10,21:29:00,21:29:30,924.45,118.68,Normal
server_16,21:37:40,21:38:10,19602.38,6066.77,Network flood + Disk thrash suspected
server_16,21:40:10,21:40:40,777.17,7943.63,Disk thrash suspected
server_16,21:41:50,21:42:20,2924.41,1528.91,Normal
server_10,21:42:00,21:42:30,1031.3,3026.16,Disk thrash suspected
server_15,21:43:30,21:44:00,2562.85,1562.59,Normal
server_11,21:44:20,21:44:50,11852.66,9395.18,Network flood + Disk thrash suspected
server_20,21:50:30,21:51:00,983.06,6767.18,Disk thrash suspected
server_14,21:51:10,21:51:40,11218.24,6782.12,Network flood + Disk thrash suspected
server_14,21:52:10,21:52:40,973.17,7284.56,Disk thrash suspected
server_12,21:55:40,21:56:10,2689.96,5264.96,Normal
server_10,21:58:10,21:58:40,401.75,80.15,Normal
server_19,21:58:50,21:59:20,14094.02,5926.67,Network flood + Disk thrash suspected
server_5,22:06:00,22:06:30,1048.1,84.0,Normal
server_19,22:07:50,22:08:20,903.71,124.47,Normal
server_10,22:10:50,22:11:20,2371.01,6941.89,Normal
server_9,22:12:40,22:13:10,18837.62,9461.45,Network flood + Disk thrash suspected
server_1,22:14:00,22:14:30,8968.42,1482.32,Possible DDoS
server_14,22:14:40,22:15:10,4006.56,9285.59,Normal
server_15,22:16:50,22:17:20,3238.66,7500.17,Normal
server_7,22:17:40,22:18:10,925.24,4346.45,Disk thrash suspected
server_12,22:18:00,22:18:30,12140.45,3597.35,Network flood + Disk thrash suspected
server_19,22:18:40,22:19:10,969.82,8628.62,Disk thrash suspected
server_7,22:24:10,22:24:40,8647.05,7399.01,Network flood + Disk thrash suspected
server_19,22:24:30,22:25:00,18459.1,181.17,Possible DDoS
server_2,22:24:30,22:25:00,2035.56,8400.56,Normal
server_14,22:25:30,22:26:00,854.38,148.96,Normal
server_1,22:27:50,22:28:20,3347.39,1345.12,Normal
server_7,22:28:00,22:28:30,14183.38,9682.66,Network flood + Disk thrash suspected
server_5,22:29:30,22:30:00,8832.01,98.22,Possible DDoS
server_15,22:29:40,22:30:10,950.18,7281.24,Disk thrash suspected
server_20,22:32:40,22:33:10,15763.12,5991.34,Network flood + Disk thrash suspected
server_1,22:34:00,22:34:30,17119.32,189.07,Possible DDoS
server_12,22:36:20,22:36:50,12329.75,8256.73,Network flood + Disk thrash suspected
server_12,22:41:10,22:41:40,13785.31,9620.5,Network flood + Disk thrash suspected
server_4,22:41:20,22:41:50,956.08,69.83,Normal
server_10,22:41:20,22:41:50,908.22,298.19,Normal
server_7,22:44:20,22:44:50,1041.1,8679.7,Disk thrash suspected
server_13,22:46:20,22:46:50,2319.67,1301.97,Normal
server_2,22:48:40,22:49:10,17506.65,3211.75,Network flood + Disk thrash suspected
server_6,22:50:30,22:51:00,4075.93,1672.71,Normal
server_18,22:50:50,22:51:20,4557.93,4375.96,Normal
server_8,22:51:20,22:51:50,3861.69,5739.82,Normal
server_18,22:51:30,22:52:00,9223.04,4766.14,Network flood + Disk thrash suspected
server_2,20:53:30,20:54:00,966.7,195.84,Normal
server_4,20:53:50,20:54:20,4876.1,672.04,Normal
server_3,20:55:40,20:56:10,2670.63,1438.84,Normal
server_11,20:57:00,20:57:30,660.63,8802.93,Disk thrash suspected
server_10,20:57:20,20:57:50,698.67,5480.12,Disk thrash suspected
server_5,20:57:20,20:57:50,6149.33,99.62,Possible DDoS
server_5,20:59:50,21:00:20,987.92,7773.16,Disk thrash suspected
server_12,21:04:10,21:04:40,1937.02,779.83,Normal
server_18,21:05:00,21:05:30,18821.2,1295.48,Possible DDoS
server_10,21:06:10,21:06:40,3114.39,3609.32,Normal
server_3,21:06:50,21:07:20,1079.53,96.39,Normal
server_14,21:07:00,21:07:30,1048.78,4392.26,Disk thrash suspected
server_7,21:07:20,21:07:50,850.97,102.07,Normal
server_3,21:09:10,21:09:40,16909.51,3734.61,Network flood + Disk thrash suspected
server_5,21:09:40,21:10:10,16360.65,6351.64,Network flood + Disk thrash suspected
server_1,21:10:40,21:11:10,12259.09,72.51,Possible DDoS
server_13,21:14:00,21:14:30,1004.07,117.95,Normal
server_3,21:15:00,21:15:30,3636.07,1378.22,Normal
